depth,age.cal.BP,Alnus glutinosa  ,Acer t.,Betula  ,Carpinus betulus ,Fagus sylvatica ,Fraxinus excelsior ,Pinus  ,Quercus  ,Sorbus t. ,Tilia  ,Ulmus  ,Corylus avellana t.,Crataegus t.,Salix  ,Cornus suecica,Hedera helix ,Ilex aquifolium ,Lonicera periclymenum ,Ericaceae  ,Calluna vulgaris ,Poaceae <37um ,Hordeum t. ,Avena/Triticum t. ,Secale cereale ,Cyperaceae  ,Anagallis tenella,Anthemis  ,Apiaceae  ,Armeria maritima t.A,Artemisia  ,Asteraceae  ,Brassicaceae  ,Campanula t.,Cardueae  ,Caryophyllaceae undiff. ,Centaurea nigra ,Chenopodiaceae,Corydalis lutea ,Epilobium  ,Equisetum  ,Euphorbia t. ,Fagopyrum  ,Filipendula  ,Galium  ,Gentianella campestris t.,Geranium  ,Helianthemum,Humulus lupulus,Hypericum elodes,Hypericum perforatum t.,Lactuceae  ,Lamiaceae undiff. ,Leguminoseae undiff. ,Lotus  ,Lysimachia vulgaris,Medicago sativa,Mentha t.,Menyanthes trifoliata ,Montia fontana ,Myosotis  ,Narthecium  ,Plantago lanceolata ,Plantago major/minor ,Polygala  ,Polygonum aviculare ,Potentilla  ,Ranunculus t. ,Rosa undiff. ,Rhinanthus  ,Rumex acetosa ,Rumex obtusifolius ,Scrophularia t. ,Scutellaria,Stachys t. ,Succisa pratensis ,Trifolium,Urtica dioica ,Valerianella,Verbascum t.,Vicia sylvatica ,Viola palustris ,Potamogeton  ,Huperzia selago,Hymenophyllum  ,Osmunda  ,Polypodium  ,Pteridium  ,Pteropsida (monolete) undiff.,Sphagnum  ,,
40.0 ,2024,1.0 ,0.0 ,0.0 ,0.0 ,8.0 ,0.0 ,10.0 ,133.0 ,0.0 ,0.0 ,5.0 ,19.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,35.0 ,175.0 ,0.0 ,1.0 ,0.0 ,35.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,15.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,1.0 ,0.0 ,2.0 ,3.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,49.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,41.0 ,21.0 ,7.0 ,16.0 ,,
42.0 ,2115,11.0 ,0.0 ,7.0 ,0.0 ,3.0 ,3.0 ,2.0 ,122.0 ,0.0 ,1.0 ,1.0 ,87.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,21.0 ,174.0 ,0.0 ,1.0 ,0.0 ,16.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,15.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,9.0 ,0.0 ,0.0 ,0.0 ,11.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,5.0 ,26.0 ,2.0 ,17.0 ,,
44.0 ,2207,18.0 ,0.0 ,7.0 ,0.0 ,2.0 ,3.0 ,1.0 ,86.0 ,0.0 ,0.0 ,2.0 ,50.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,41.0 ,218.0 ,0.0 ,0.0 ,0.0 ,21.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,13.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,11.0 ,0.0 ,0.0 ,0.0 ,8.0 ,3.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,17.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,4.0 ,20.0 ,0.0 ,38.0 ,,
46.0 ,2295,4.0 ,1.0 ,3.0 ,0.0 ,2.0 ,3.0 ,3.0 ,129.0 ,0.0 ,0.0 ,0.0 ,40.0 ,0.0 ,0.0 ,0.0 ,5.0 ,2.0 ,0.0 ,0.0 ,34.0 ,198.0 ,0.0 ,2.0 ,0.0 ,34.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,2.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,10.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,1.0 ,0.0 ,3.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,19.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,13.0 ,12.0 ,1.0 ,5.0 ,,
48.0 ,2380,10.0 ,0.0 ,8.0 ,0.0 ,3.0 ,2.0 ,5.0 ,61.0 ,2.0 ,0.0 ,0.0 ,58.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,23.0 ,151.0 ,0.0 ,0.0 ,0.0 ,128.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,6.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,24.0 ,0.0 ,0.0 ,0.0 ,4.0 ,2.0 ,0.0 ,0.0 ,5.0 ,1.0 ,0.0 ,0.0 ,0.0 ,10.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,11.0 ,73.0 ,16.0 ,35.0 ,,
50.0 ,2466,10.0 ,0.0 ,7.0 ,0.0 ,1.0 ,0.0 ,2.0 ,49.0 ,1.0 ,0.0 ,0.0 ,67.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,15.0 ,133.0 ,0.0 ,0.0 ,0.0 ,152.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,1.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,11.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,23.0 ,0.0 ,0.0 ,0.0 ,11.0 ,3.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,5.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,10.0 ,114.0 ,5.0 ,97.0 ,,
52.0 ,2551,9.0 ,2.0 ,4.0 ,1.0 ,0.0 ,1.0 ,0.0 ,71.0 ,0.0 ,0.0 ,1.0 ,103.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,22.0 ,123.0 ,2.0 ,0.0 ,0.0 ,102.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,1.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,11.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,21.0 ,0.0 ,0.0 ,0.0 ,7.0 ,5.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,8.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,17.0 ,107.0 ,8.0 ,16.0 ,,
54.0 ,2637,9.0 ,0.0 ,4.0 ,2.0 ,0.0 ,2.0 ,0.0 ,56.0 ,0.0 ,0.0 ,3.0 ,97.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,30.0 ,107.0 ,2.0 ,0.0 ,0.0 ,95.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,3.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,33.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,36.0 ,0.0 ,0.0 ,0.0 ,0.0 ,9.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,15.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,46.0 ,84.0 ,35.0 ,4.0 ,,
56.0 ,2722,6.0 ,0.0 ,4.0 ,0.0 ,1.0 ,1.0 ,1.0 ,58.0 ,0.0 ,1.0 ,2.0 ,66.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,26.0 ,125.0 ,0.0 ,0.0 ,0.0 ,172.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,6.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.0 ,0.0 ,0.0 ,0.0 ,1.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,17.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,24.0 ,102.0 ,5.0 ,2.0 ,,
58.0 ,2808,7.0 ,1.0 ,3.0 ,0.0 ,1.0 ,1.0 ,4.0 ,120.0 ,0.0 ,1.0 ,0.0 ,60.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,33.0 ,177.0 ,0.0 ,0.0 ,0.0 ,9.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,40.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,4.0 ,1.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,23.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,20.0 ,16.0 ,11.0 ,4.0 ,,
60.0 ,2893,17.0 ,0.0 ,2.0 ,2.0 ,5.0 ,0.0 ,3.0 ,84.0 ,1.0 ,0.0 ,1.0 ,107.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,15.0 ,207.0 ,0.0 ,0.0 ,0.0 ,22.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,4.0 ,3.0 ,0.0 ,0.0 ,0.0 ,12.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,7.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,14.0 ,7.0 ,10.0 ,5.0 ,,
62.0 ,2979,18.0 ,0.0 ,5.0 ,0.0 ,0.0 ,3.0 ,4.0 ,81.0 ,0.0 ,0.0 ,2.0 ,66.0 ,0.0 ,0.0 ,0.0 ,2.0 ,1.0 ,0.0 ,0.0 ,19.0 ,222.0 ,0.0 ,0.0 ,0.0 ,14.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,11.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,17.0 ,0.0 ,0.0 ,0.0 ,13.0 ,4.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,10.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,11.0 ,21.0 ,2.0 ,20.0 ,,
64.0 ,3064,17.0 ,0.0 ,1.0 ,1.0 ,11.0 ,0.0 ,2.0 ,107.0 ,1.0 ,0.0 ,9.0 ,78.0 ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,28.0 ,163.0 ,0.0 ,1.0 ,0.0 ,16.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,3.0 ,2.0 ,0.0 ,1.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,13.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,4.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,27.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,30.0 ,8.0 ,9.0 ,8.0 ,,
66.0 ,3128,3.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,1.0 ,84.0 ,0.0 ,0.0 ,3.0 ,70.0 ,0.0 ,0.0 ,0.0 ,2.0 ,1.0 ,0.0 ,0.0 ,96.0 ,89.0 ,1.0 ,0.0 ,0.0 ,98.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,1.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,7.0 ,0.0 ,0.0 ,0.0 ,4.0 ,3.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,23.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,11.0 ,15.0 ,1.0 ,12.0 ,,
68.0 ,3177,7.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,90.0 ,1.0 ,2.0 ,0.0 ,87.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,63.0 ,147.0 ,0.0 ,0.0 ,0.0 ,68.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,7.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,4.0 ,7.0 ,0.0 ,0.0 ,0.0 ,2.0 ,7.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,10.0 ,14.0 ,5.0 ,24.0 ,,
70.0 ,3226,24.0 ,0.0 ,5.0 ,0.0 ,0.0 ,2.0 ,0.0 ,64.0 ,1.0 ,0.0 ,1.0 ,116.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,29.0 ,173.0 ,0.0 ,0.0 ,0.0 ,42.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,12.0 ,0.0 ,0.0 ,0.0 ,7.0 ,7.0 ,0.0 ,0.0 ,3.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,15.0 ,14.0 ,5.0 ,43.0 ,,
72.0 ,3275,8.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,74.0 ,0.0 ,1.0 ,1.0 ,54.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,183.0 ,65.0 ,0.0 ,0.0 ,0.0 ,95.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,10.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,6.0 ,5.0 ,6.0 ,4.0 ,,
74.0 ,3324,13.0 ,0.0 ,7.0 ,0.0 ,1.0 ,2.0 ,0.0 ,80.0 ,0.0 ,0.0 ,2.0 ,115.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,36.0 ,185.0 ,0.0 ,0.0 ,0.0 ,79.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,7.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,4.0 ,0.0 ,0.0 ,0.0 ,4.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,14.0 ,22.0 ,3.0 ,9.0 ,,
76.0 ,3373,11.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,55.0 ,0.0 ,0.0 ,0.0 ,33.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,180.0 ,132.0 ,0.0 ,0.0 ,0.0 ,43.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,3.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,46.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,5.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,11.0 ,5.0 ,3.0 ,21.0 ,,
78.0 ,3422,16.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,84.0 ,0.0 ,0.0 ,1.0 ,80.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,131.0 ,122.0 ,0.0 ,0.0 ,0.0 ,61.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,3.0 ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,9.0 ,9.0 ,3.0 ,12.0 ,,
80.0 ,3471,17.0 ,0.0 ,5.0 ,1.0 ,0.0 ,0.0 ,2.0 ,72.0 ,0.0 ,0.0 ,2.0 ,61.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,154.0 ,87.0 ,0.0 ,0.0 ,0.0 ,75.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,5.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,6.0 ,0.0 ,0.0 ,0.0 ,5.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,4.0 ,11.0 ,7.0 ,8.0 ,,
82.0 ,3520,28.0 ,0.0 ,10.0 ,0.0 ,0.0 ,4.0 ,2.0 ,91.0 ,1.0 ,0.0 ,3.0 ,89.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,32.0 ,143.0 ,0.0 ,0.0 ,0.0 ,54.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,13.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,8.0 ,3.0 ,0.0 ,0.0 ,0.0 ,10.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,8.0 ,25.0 ,6.0 ,4.0 ,,
84.0 ,3569,5.0 ,0.0 ,3.0 ,0.0 ,1.0 ,0.0 ,4.0 ,91.0 ,1.0 ,0.0 ,2.0 ,45.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0 ,239.0 ,0.0 ,0.0 ,0.0 ,74.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,23.0 ,4.0 ,14.0 ,0.0 ,,
86.0 ,3614,8.0 ,0.0 ,4.0 ,0.0 ,0.0 ,4.0 ,1.0 ,105.0 ,0.0 ,0.0 ,7.0 ,120.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,14.0 ,189.0 ,0.0 ,0.0 ,0.0 ,32.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,1.0 ,5.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,10.0 ,36.0 ,4.0 ,1.0 ,,
